Threshold条件,等价最小重叠,共识ID,核心-边缘,配色HEX,国家数,国家列表,簇内最小重叠(非对角),簇内平均重叠(非对角),阈值校验(最小重叠>=等价门槛)
"Overlap ∈ (14, +∞]  (等价: Overlap ≥ 15)",15,39,Periphery,#d2d349,1,ARG,,,True
"Overlap ∈ (14, +∞]  (等价: Overlap ≥ 15)",15,40,Periphery,#45d0df,1,IDN,,,True
"Overlap ∈ (14, +∞]  (等价: Overlap ≥ 15)",15,41,Periphery,#3e95d2,1,MLT,,,True
"Overlap ∈ (14, +∞]  (等价: Overlap ≥ 15)",15,42,Periphery,#47c247,1,RUS,,,True
"Overlap ∈ (14, +∞]  (等价: Overlap ≥ 15)",15,43,Periphery,#b295cc,1,PER,,,True
"Overlap ∈ (14, +∞]  (等价: Overlap ≥ 15)",15,44,Periphery,#a9766b,1,IND,,,True
"Overlap ∈ (14, +∞]  (等价: Overlap ≥ 15)",15,45,Periphery,#e9aed7,1,SAU,,,True
"Overlap ∈ (14, +∞]  (等价: Overlap ≥ 15)",15,46,Periphery,#9e9e9e,1,ZAF,,,True
"Overlap ∈ (14, +∞]  (等价: Overlap ≥ 15)",15,47,Periphery,#d2d349,1,COL,,,True
"Overlap ∈ (14, +∞]  (等价: Overlap ≥ 15)",15,48,Periphery,#45d0df,1,ISL,,,True
"Overlap ∈ (14, +∞]  (等价: Overlap ≥ 15)",15,49,Periphery,#3e95d2,1,CRI,,,True
