共识ID,配色HEX,国家数,国家列表,簇内平均重叠
1,#3e95d2,20,"AUT, BEL, CZE, DEU, DNK, ESP, FIN, FRA, GBR, HUN, IRL, ITA, JPN, NLD, NOR, POL, PRT, SVK, SVN, SWE",10.05
2,#47c247,29,"ARG, AUS, BGR, CAN, CHE, CHL, CHN, COL, CRI, EST, GRC, HRV, IDN, IND, ISL, ISR, KOR, LTU, LUX, LVA, MEX, MLT, NZL, PER, ROU, RUS, SAU, TUR, ZAF",6.48
